--Pokemon Base Stats & Types--
NUM|NAME      |TYPE             |  HP| ATK| DEF| SPE|SATK|SDEF|ABILITY1    |ABILITY2    |ITEM
038 Ninetales  : Dig at level 1, Covet at level 1, Heat Wave at level 1, Flamethrower at level 1, Earth Power at level 1
039 Jigglypuff : Reversal at level 1, Facade at level 1, Judgment at level 1, Outrage at level 1, Pound at level 5, Bide at level 9, Belly Drum at level 13, Double Hit at level 17, Conversion at level 21, Conversion 2 at level 25, Roost at level 29, Moonlight at level 33, Flash at level 37, Wring Out at level 41, Wrap at level 45, Healing Wish at level 49
040 Wigglytuff : Rollout at level 1, Heal Bell at level 1, Sludge Bomb at level 1, Hyper Fang at level 1
041 Zubat      : Drill Peck at level 1, Bounce at level 1, Toxic at level 1, Gunk Shot at level 1, Sludge at level 5, Poison Fang at level 9, Gust at level 13, Acid at level 17, Poison Tail at level 21, Bug Buzz at level 25, Cross Poison at level 29, Sludge Bomb at level 33, Megahorn at level 37, Smog at level 41
042 Golbat     : Tailwind at level 1, Aeroblast at level 1, Air Cutter at level 1, Poison Jab at level 1, Sky Attack at level 5, Mirror Move at level 9, Toxic at level 13, Wing Attack at level 17, Poison Sting at level 21, Bounce at level 27, Toxic Spikes at level 33, Aerial Ace at level 39, Roost at level 45, Sludge Bomb at level 51
043 Oddish     : Stun Spore at level 1, Poison Fang at level 1, Mirror Shot at level 1, Poison Tail at level 1, Energy Ball at level 5, Fire Blast at level 9, Frenzy Plant at level 13, Wood Hammer at level 15, Smog at level 17, Leech Seed at level 21, Gastro Acid at level 25, Cross Poison at level 29, Power Whip at level 33, Poison Gas at level 37, Mega Drain at level 41
044 Gloom      : Hyper Beam at level 1, Seed Bomb at level 1, Wood Hammer at level 1, Energy Ball at level 1, Leaf Blade at level 5, Rapid Spin at level 9, Gust at level 13, Sludge Bomb at level 15, Poison Gas at level 17, Stun Spore at level 23, PoisonPowder at level 29, Brave Bird at level 35, Aromatherapy at level 41, Sludge at level 47, Spore at level 53
045 Vileplume  : PoisonPowder at level 1, Cotton Spore at level 1, Leaf Blade at level 1, Seed Bomb at level 1, Scratch at level 53, Ingrain at level 65
046 Paras      : Fury Cutter at level 1, Vine Whip at level 1, Signal Beam at level 1, Silver Wind at level 1, Substitute at level 6, Copycat at level 6, Megahorn at level 11, Defend Order at level 17, Spider Web at level 22, U-turn at level 27, Bug Bite at level 33, Magical Leaf at level 38, Tail Glow at level 43
047 Parasect   : Petal Dance at level 1, Bug Buzz at level 1, Power Whip at level 1, Astonish at level 1, Sludge Bomb at level 1, Twineedle at level 6, Defend Order at level 6, Substitute at level 11, Cotton Spore at level 17, String Shot at level 22, Giga Drain at level 30, Attack Order at level 39, Sacred Fire at level 47, Grass Knot at level 55
048 Venonat    : Acid Armor at level 1, Sludge Bomb at level 1, Megahorn at level 1, Signal Beam at level 1, Substitute at level 5, Crabhammer at level 11, Smog at level 13, Aeroblast at level 17, Teleport at level 23, Pin Missile at level 25, Poison Fang at level 29, Gunk Shot at level 35, Fury Cutter at level 37, Bug Buzz at level 41, Attack Order at level 47
049 Venomoth   : Toxic Spikes at level 1, Attack Order at level 1, Headbutt at level 1, Bubble at level 1, Bug Buzz at level 1, Leech Life at level 5, Heal Order at level 11, Tail Glow at level 13, Twineedle at level 17, Pain Split at level 23, Meteor Mash at level 25, Toxic at level 29, Sludge Bomb at level 31, Fury Cutter at level 37, Poison Tail at level 41, Pin Missile at level 47, Signal Beam at level 55, U-turn at level 59
050 Diglett    : Sand-Attack at level 1, Dig at level 1, Rapid Spin at level 1, Giga Impact at level 1, Flail at level 4, Earthquake at level 7, Spikes at level 12, Mega Punch at level 15, Magnitude at level 18, Bone Club at level 23, Mud Shot at level 26, Mud-Slap at level 29, Mud Bomb at level 34, Recover at level 37, Sand Tomb at level 40
051 Dugtrio    : Absorb at level 1, Mud Sport at level 1, Tri Attack at level 1, Spikes at level 1, Hyper Beam at level 1, Mud-Slap at level 4, Bone Rush at level 7, Bone Club at level 12, Magnitude at level 15, Softboiled at level 18, Psych Up at level 23, Water Spout at level 26, Dig at level 28, Sand Tomb at level 33, Block at level 40, Mud Shot at level 45, Encore at level 50
052 Meowth     : Skull Bash at level 1, Mimic at level 1, Luster Purge at level 1, Karate Chop at level 1, Slam at level 6, Double-Edge at level 9, Roar of Time at level 14, Fury Swipes at level 17, Return at level 22, Facade at level 25, Giga Impact at level 30, Spore at level 33, Guillotine at level 38, Glare at level 41, Substitute at level 46, Meteor Mash at level 49, Revenge at level 54
053 Persian    : Light Screen at level 1, Guillotine at level 1, Encore at level 1, Extrasensory at level 1, Skull Bash at level 1, Helping Hand at level 6, Crush Claw at level 9, Mimic at level 14, Mega Kick at level 17, Explosion at level 22, Flash at level 25, Glare at level 32, Recover at level 37, Camouflage at level 44, Chatter at level 49, Heal Bell at level 56, Stomp at level 61, Tackle at level 68
054 Psyduck    : Hydro Cannon at level 1, Overheat at level 1, Mimic at level 1, Hydro Pump at level 1, Aqua Jet at level 5, Leech Seed at level 9, Water Gun at level 14, Trump Card at level 18, Bubble at level 22, Octazooka at level 27, Blizzard at level 31, Brine at level 35, Double Team at level 40, BubbleBeam at level 44, Return at level 48
055 Golduck    : Water Spout at level 1, Brine at level 1, Rain Dance at level 1, Mega Kick at level 1, Hydro Pump at level 1, Muddy Water at level 5, Bubble at level 9, Growl at level 14, Water Gun at level 18, Withdraw at level 22, Water Sport at level 27, Belly Drum at level 31, Double Kick at level 37, Whirlpool at level 44, Dive at level 50, Substitute at level 56
056 Mankey     : Focus Blast at level 1, Bulk Up at level 1, SmokeScreen at level 1, Lunar Dance at level 1, Revenge at level 1, Aura Sphere at level 9, Hammer Arm at level 13, Vital Throw at level 17, Jump Kick at level 21, Double-Edge at level 25, Rage at level 33, Encore at level 37, Hi Jump Kick at level 41, Sky Uppercut at level 45, Focus Punch at level 49
057 Primeape   : Magnitude at level 1, Cross Chop at level 1, Force Palm at level 1, Spit Up at level 1, Jump Kick at level 1, Rolling Kick at level 9, Lovely Kiss at level 13, Low Kick at level 17, Comet Punch at level 21, Fake Tears at level 25, Detect at level 28, Focus Punch at level 35, Superpower at level 41, Karate Chop at level 47, Double Kick at level 53, Drain Punch at level 59
058 Growlithe  : SonicBoom at level 1, Heat Wave at level 1, Magma Storm at level 1, Body Slam at level 1, Lava Plume at level 6, Flamethrower at level 9, Splash at level 14, Ember at level 17, Explosion at level 20, Night Shade at level 25, Blast Burn at level 28, Teeter Dance at level 31, Eruption at level 34, Flare Blitz at level 39, Overheat at level 42, Fire Blast at level 45, BubbleBeam at level 48
059 Arcanine   : Eruption at level 1, Helping Hand at level 1, X-Scissor at level 1, Fire Spin at level 1, Flare Blitz at level 1, Flamethrower at level 39
060 Poliwag    : Water Pulse at level 1, Aqua Jet at level 1, Me First at level 1, Hydro Cannon at level 1, Hydro Pump at level 5, Sky Attack at level 8, Psywave at level 11, Water Sport at level 15, Stockpile at level 18, Bubble at level 21, Muddy Water at level 25, Tail Whip at level 28, Rain Dance at level 31, Aqua Ring at level 35, Confuse Ray at level 38, Heal Bell at level 41
061 Poliwhirl  : Aqua Tail at level 1, Crabhammer at level 1, Clamp at level 1, Brine at level 1, Growl at level 5, Water Gun at level 8, Dive at level 11, Seismic Toss at level 15, BubbleBeam at level 18, Hydro Pump at level 21, Pain Split at level 27, Aqua Jet at level 32, Octazooka at level 37, Heal Bell at level 43, Aqua Ring at level 48, Muddy Water at level 53
062 Poliwrath  : Rain Dance at level 1, Jump Kick at level 1, Mach Punch at level 1, Dive at level 1, Crabhammer at level 43, Focus Blast at level 53
063 Abra       : Confusion at level 1, Glare at level 1, Barrier at level 1, Aqua Tail at level 1
064 Kadabra    : Barrage at level 1, Hypnosis at level 1, Mirror Coat at level 1, Mist Ball at level 1, Barrier at level 16, Rage at level 18, Cosmic Power at level 22, Future Sight at level 24, Imprison at level 28, Heart Swap at level 30, Comet Punch at level 34, Trick at level 36, Psycho Cut at level 40, Trick Room at level 42, Lunar Dance at level 46
065 Alakazam   : Aura Sphere at level 1, Substitute at level 1, Flash at level 1, Psybeam at level 1, Flail at level 16, Psywave at level 18, Psychic at level 22, Dream Eater at level 24, Lunar Dance at level 28, Barrier at level 30, Kinesis at level 34, Heal Block at level 36, Swagger at level 40, Teleport at level 42, Zen Headbutt at level 46
066 Machop     : Pound at level 1, Rolling Kick at level 1, Baton Pass at level 1, Sky Uppercut at level 1, Wake-Up Slap at level 7, Seismic Toss at level 10, Attract at level 13, Fury Attack at level 19, Fire Blast at level 22, Brick Break at level 25, Low Kick at level 31, Revenge at level 34, Force Palm at level 37, Drain Punch at level 43, Helping Hand at level 46
067 Machoke    : Comet Punch at level 1, Nature Power at level 1, Focus Energy at level 1, Crush Claw at level 1, Karate Chop at level 7, Aura Sphere at level 10, Barrage at level 13, Detect at level 19, Submission at level 22, Fake Out at level 25, Hammer Arm at level 32, Focus Punch at level 36, Force Palm at level 40, Sharpen at level 44, Present at level 51
068 Machamp    : Vacuum Wave at level 1, Detect at level 1, Karate Chop at level 1, Cross Chop at level 1, Counter at level 7, Horn Attack at level 10, Slack Off at level 13, Jump Kick at level 19, Triple Kick at level 22, Giga Impact at level 25, Sky Uppercut at level 32, Low Kick at level 36, Barrage at level 40, Seismic Toss at level 44, Rolling Kick at level 51
069 Bellsprout : Wrap at level 1, Wood Hammer at level 1, Vine Whip at level 1, Gunk Shot at level 1, Leech Seed at level 7, Petal Dance at level 11, Power Whip at level 13, Belly Drum at level 15, Acid Armor at level 17, Sludge Bomb at level 23, Poison Sting at level 27, GrassWhistle at level 29, Seed Bomb at level 35, Bullet Seed at level 39, Mega Drain at level 41, Razor Leaf at level 47
070 Weepinbell : Absorb at level 1, Cotton Spore at level 1, Synthesis at level 1, SolarBeam at level 1, Poison Jab at level 7, Aromatherapy at level 11, Rest at level 13, Teeter Dance at level 15, Stun Spore at level 17, Flatter at level 23, Acid Armor at level 27, Grass Knot at level 29, Smog at level 35, Power Whip at level 39, GrassWhistle at level 41, Feint at level 47
071 Victreebel : Energy Ball at level 1, Razor Leaf at level 1, SolarBeam at level 1, Frenzy Plant at level 1, Grass Knot at level 1, Acid at level 1, Sludge at level 1, Poison Fang at level 47, Magical Leaf at level 47
072 Tentacool  : Snatch at level 1, Gunk Shot at level 1, Hydro Cannon at level 1, Brine at level 1, Smog at level 5, Whirlpool at level 8, Clamp at level 12, Bubble at level 15, Poison Jab at level 19, Endeavor at level 22, Crabhammer at level 26, Acid Armor at level 29, Poison Tail at level 33, Water Spout at level 36, Water Gun at level 40, Octazooka at level 43
073 Tentacruel : Octazooka at level 1, Return at level 1, Muddy Water at level 1, Poison Jab at level 1, Force Palm at level 5, Whirlpool at level 8, PoisonPowder at level 12, Aqua Jet at level 15, Toxic Spikes at level 19, Hidden Power at level 22, Crabhammer at level 26, Bubble at level 29, Acid Armor at level 36, Sludge at level 42, Poison Tail at level 49, Withdraw at level 55
074 Geodude    : Head Smash at level 1, Rock Throw at level 1, Power Gem at level 1, SmellingSalt at level 1, Mud Shot at level 4, Sandstorm at level 8, Feint at level 11, Rock Blast at level 15, Rock Polish at level 18, Stone Edge at level 22, Earthquake at level 25, Mud-Slap at level 29, Sand Tomb at level 32, Stealth Rock at level 36, AncientPower at level 39
075 Graveler   : Rock Tomb at level 1, Magnitude at level 1, Fissure at level 1, Flare Blitz at level 1, Stealth Rock at level 4, Earth Power at level 8, Sand-Attack at level 11, Detect at level 15, Rock Throw at level 18, Crush Claw at level 22, Taunt at level 27, Dizzy Punch at level 33, Mirror Coat at level 38, Earthquake at level 44, Mud Sport at level 49
076 Golem      : Metal Claw at level 1, Rock Wrecker at level 1, Rock Throw at level 1, Power Gem at level 1, Earthquake at level 4, Uproar at level 8, Stone Edge at level 11, Rock Slide at level 15, Rock Blast at level 18, Egg Bomb at level 22, AncientPower at level 27, Stealth Rock at level 33, Brick Break at level 38, Mud Shot at level 44, Sand-Attack at level 49
077 Ponyta     : Sacred Fire at level 1, Roar at level 1, Fire Fang at level 1, Fire Blast at level 1, Ember at level 6, Tail Whip at level 10, Blast Burn at level 15, Overheat at level 19, Sleep Talk at level 24, Gyro Ball at level 28, Spark at level 33, Blaze Kick at level 37, Flame Wheel at level 42, Sunny Day at level 46
078 Rapidash   : Night Slash at level 1, Swallow at level 1, Whirlwind at level 1, Glare at level 1, Fire Spin at level 1, Overheat at level 1, Will-O-Wisp at level 6, Payback at level 10, Flare Blitz at level 15, Low Kick at level 19, Fire Fang at level 24, Scary Face at level 28, Haze at level 33, Spit Up at level 37, Defense Curl at level 40, Teleport at level 47, Blast Burn at level 56
079 Slowpoke   : Muddy Water at level 1, Confusion at level 1, Bubble at level 1, BubbleBeam at level 1, Clamp at level 6, Imprison at level 11, Horn Attack at level 15, Heal Block at level 20, Water Sport at level 25, Octazooka at level 29, Hydro Cannon at level 34, Whirlpool at level 39, Withdraw at level 43, Meditate at level 48, Water Spout at level 53, Dream Eater at level 57
080 Slowbro    : Muddy Water at level 1, Crabhammer at level 1, BubbleBeam at level 1, Hydro Cannon at level 1, Hydro Pump at level 6, Ember at level 11, Punishment at level 15, Water Spout at level 20, Aqua Tail at level 25, Aqua Ring at level 29, Flash Cannon at level 34, Bubble at level 37, Role Play at level 41, Double Hit at level 47, Brine at level 54, Luster Purge at level 61, Water Sport at level 67
081 Magnemite  : Iron Defense at level 1, Meteor Mash at level 1, Spark at level 1, ThunderPunch at level 1, Iron Head at level 6, Mirror Shot at level 11, Zap Cannon at level 14, Metal Burst at level 17, Thunder at level 22, Charge Beam at level 27, Discharge at level 30, Body Slam at level 33, Shock Wave at level 38, Bullet Punch at level 43, Volt Tackle at level 46, Steel Wing at level 49, Charge at level 54
082 Magneton   : Steel Wing at level 1, Spikes at level 1, Zap Cannon at level 1, Iron Defense at level 1, Charge Beam at level 1, Charge at level 6, Metal Burst at level 11, Meteor Mash at level 14, Flash Cannon at level 17, Uproar at level 22, Thunder at level 27, Volt Tackle at level 30, Foresight at level 34, Thunder Wave at level 40, ThunderShock at level 46, Magnet Rise at level 50, Horn Attack at level 54, Metal Sound at level 60
083 Farfetch’D : Air Slash at level 1, Thrash at level 1, Crush Grip at level 1, Double Team at level 1, Aeroblast at level 1, Selfdestruct at level 7, Slack Off at level 9, Tailwind at level 13, Power Swap at level 19, Icy Wind at level 21, Pluck at level 25, Drill Peck at level 31, Aerial Ace at level 33, Peck at level 37, Spore at level 43, Rock Throw at level 45
084 Doduo      : Last Resort at level 1, Sky Attack at level 1, Drill Peck at level 1, Air Slash at level 1, Bounce at level 5, Wing Attack at level 10, Mirror Move at level 14, Pluck at level 19, Chatter at level 23, Brave Bird at level 28, Air Cutter at level 32, Gust at level 37, Charm at level 41, FeatherDance at level 46
085 Dodrio     : Aerial Ace at level 1, Gust at level 1, Safeguard at level 1, Chatter at level 1, Drill Peck at level 1, Wing Attack at level 5, Aeroblast at level 10, Sky Attack at level 14, ThunderPunch at level 19, FeatherDance at level 23, Roost at level 28, Tailwind at level 34, Mega Kick at level 41, Peck at level 47, Brave Bird at level 54
086 Seel       : Brine at level 1, Whirlpool at level 1, Clamp at level 1, Body Slam at level 1, Metronome at level 3, Lovely Kiss at level 7, Aqua Tail at level 11, Crabhammer at level 13, Aqua Jet at level 17, Aqua Ring at level 21, Octazooka at level 23, Withdraw at level 27, Rain Dance at level 31, Fissure at level 33, BubbleBeam at level 37, Refresh at level 41, Lock-On at level 43, Bubble at level 47, Brick Break at level 51
087 Dewgong    : Ice Ball at level 1, Pin Missile at level 1, Rolling Kick at level 1, Aurora Beam at level 1, Octazooka at level 3, Haze at level 7, Whirlpool at level 11, Ice Beam at level 13, Water Spout at level 17, Ice Shard at level 21, Avalanche at level 23, Hail at level 27, Powder Snow at level 31, Flash Cannon at level 33, Blizzard at level 34, Water Pulse at level 37, Icy Wind at level 41, Ice Fang at level 43, Rage at level 47, Hydro Pump at level 51
088 Grimer     : Seismic Toss at level 1, Toxic Spikes at level 1, Acid Armor at level 1, Poison Tail at level 1, Gunk Shot at level 4, Counter at level 7, Cross Poison at level 12, Acupressure at level 17, Selfdestruct at level 20, Milk Drink at level 23, Poison Sting at level 28, Sludge at level 33, Poison Fang at level 36, PoisonPowder at level 39, Gastro Acid at level 44, Poison Gas at level 49
089 Muk        : Bide at level 1, Poison Sting at level 1, PoisonPowder at level 1, Egg Bomb at level 1, Acid at level 4, Gastro Acid at level 7, Toxic at level 12, Poison Gas at level 17, Poison Fang at level 20, Secret Power at level 23, Poison Jab at level 28, Cross Poison at level 33, Snore at level 36, Seed Flare at level 44, Synthesis at level 54, Toxic Spikes at level 65
090 Shellder   : Hydro Cannon at level 1, Water Gun at level 1, Withdraw at level 1, Dive at level 1, BubbleBeam at level 4, Crabhammer at level 8, Flare Blitz at level 13, Water Sport at level 16, Aqua Tail at level 20, Scary Face at level 25, Harden at level 28, Aqua Ring at level 32, Water Pulse at level 37, Baton Pass at level 40, Yawn at level 44, Hydro Pump at level 49
091 Cloyster   : Ice Fang at level 1, Muddy Water at level 1, Octazooka at level 1, Lovely Kiss at level 1, Aqua Tail at level 1, Dragon Dance at level 28, Powder Snow at level 40
092 Gastly     : Nightmare at level 1, Ominous Wind at level 1, Rain Dance at level 1, Secret Power at level 1, Poison Gas at level 5, Toxic at level 8, Confuse Ray at level 12, Spite at level 15, Poison Jab at level 19, Poison Fang at level 22, Rock Slide at level 26, Grudge at level 29, Shadow Claw at level 33, Shadow Force at level 36, Shadow Punch at level 40, Sweet Scent at level 43
093 Haunter    : Poison Fang at level 1, Destiny Bond at level 1, Sludge at level 1, Ominous Wind at level 1, Shadow Ball at level 5, Grudge at level 8, Shadow Force at level 12, Barrage at level 15, Shadow Claw at level 19, Shadow Sneak at level 22, Acid Armor at level 25, Nightmare at level 28, Sludge Bomb at level 33, Gunk Shot at level 39, Lick at level 44, Astonish at level 50, Confuse Ray at level 55
094 Gengar     : Confuse Ray at level 1, Lick at level 1, Destiny Bond at level 1, Shadow Ball at level 1, Meditate at level 5, Grudge at level 8, Shadow Force at level 12, Ominous Wind at level 15, Gunk Shot at level 19, Shadow Sneak at level 22, Astonish at level 25, Gastro Acid at level 28, Spite at level 33, Cross Poison at level 39, Shadow Claw at level 44, Night Shade at level 50, Nightmare at level 55
095 Onix       : Rock Tomb at level 1, Earth Power at level 1, Rock Polish at level 1, Uproar at level 1, Dig at level 6, Rock Slide at level 9, Spikes at level 14, Rock Wrecker at level 17, Rock Throw at level 22, Sand-Attack at level 25, Head Smash at level 30, Stone Edge at level 33, Earthquake at level 38, Mud Sport at level 41, Stealth Rock at level 46, AncientPower at level 49, Captivate at level 54
096 Drowzee    : Light Screen at level 1, Power Swap at level 1, Extrasensory at level 1, Hyper Voice at level 1, Tail Whip at level 7, Heal Block at level 9, Hypnosis at level 15, Barrier at level 18, Skill Swap at level 21, Pay Day at level 26, Hail at level 29, Miracle Eye at level 32, Power Trick at level 37, Aromatherapy at level 40, Nightmare at level 43, Kinesis at level 50, Imprison at level 53
097 Hypno      : Barrier at level 1, Luster Purge at level 1, Calm Mind at level 1, Dream Eater at level 1, Fury Attack at level 1, Mist Ball at level 1, Focus Energy at level 7, SmellingSalt at level 9, Cotton Spore at level 15, Skill Swap at level 18, Psywave at level 21, Power Trick at level 28, Teleport at level 33, Amnesia at level 38, Role Play at level 45, Chatter at level 50, Power Swap at level 55, Mind Reader at level 64, Tackle at level 69
098 Krabby     : Muddy Water at level 1, Pain Split at level 1, Withdraw at level 1, Brine at level 1, Octazooka at level 5, Aqua Jet at level 9, Bubble at level 11, Water Pulse at level 15, Whirlpool at level 19, Aqua Tail at level 21, BubbleBeam at level 25, Rain Dance at level 29, Hydro Pump at level 31, U-turn at level 35, Guillotine at level 39, Power Trick at level 41, Crabhammer at level 45
099 Kingler    : Octazooka at level 1, Whirlpool at level 1, Rain Dance at level 1, Hyper Voice at level 1, Dive at level 5, Water Pulse at level 9, Withdraw at level 11, Quick Attack at level 15, Grudge at level 19, Aqua Tail at level 21, Hammer Arm at level 25, Crabhammer at level 32, Hydro Cannon at level 37, BubbleBeam at level 44, Weather Ball at level 51, Water Sport at level 56, Water Gun at level 63
100 Voltorb    : Belly Drum at level 1, Thunder Wave at level 1, Magic Coat at level 1, ExtremeSpeed at level 1, Thunderbolt at level 5, Spark at level 8, Discharge at level 12, Shock Wave at level 15, Charge at level 19, Charge Beam at level 22, ThunderShock at level 26, Growl at level 29, Safeguard at level 33, Thunder Fang at level 36, Magnet Rise at level 40, Thunder at level 43, ThunderPunch at level 47
101 Electrode  : Volt Tackle at level 1, Thunder at level 1, Zap Cannon at level 1, Discharge at level 1, Morning Sun at level 5, Thunderbolt at level 8, ThunderShock at level 12, Super Fang at level 15, Horn Drill at level 19, Supersonic at level 22, Giga Drain at level 26, Shock Wave at level 29, Thunder Wave at level 35, Charge at level 40, Thunder Fang at level 46, Spark at level 51, Poison Gas at level 57
102 Exeggcute  : Heal Block at level 1, Frenzy Plant at level 1, Miracle Eye at level 1, Leaf Storm at level 1, Petal Dance at level 7, Healing Wish at level 11, Leaf Blade at level 17, Teleport at level 19, Seed Flare at level 21, Grass Knot at level 23, Mean Look at level 27, Water Pulse at level 33, Mirror Coat at level 37, Nasty Plot at level 43, Leech Seed at level 47
103 Exeggutor  : Fire Spin at level 1, Leaf Blade at level 1, Mega Drain at level 1, Bulk Up at level 1, Luster Purge at level 1, Guard Swap at level 17, Worry Seed at level 27, GrassWhistle at level 37, Needle Arm at level 47
104 Cubone     : Petal Dance at level 1, Mud Sport at level 1, Sand-Attack at level 1, Mud Shot at level 1, Sand Tomb at level 3, Poison Jab at level 7, Fissure at level 11, Dig at level 13, Earthquake at level 17, Minimize at level 21, Spikes at level 23, Earth Power at level 27, Aura Sphere at level 31, Sharpen at level 33, Magnitude at level 37, Barrage at level 41, Defense Curl at level 43
105 Marowak    : Razor Wind at level 1, Earthquake at level 1, Recycle at level 1, Earth Power at level 1, Sludge at level 3, Take Down at level 7, Mud Sport at level 11, Muddy Water at level 13, Brick Break at level 17, Aeroblast at level 21, Mud Bomb at level 23, Bonemerang at level 27, Razor Leaf at level 33, Roar at level 37, Bone Club at level 43, Bone Rush at level 49, Mud-Slap at level 53
106 Hitmonlee  : Focus Punch at level 1, Drain Punch at level 1, Superpower at level 1, Flare Blitz at level 1, Hammer Arm at level 5, Sky Uppercut at level 9, Arm Thrust at level 13, Triple Kick at level 17, Rage at level 21, Mach Punch at level 25, Constrict at level 29, Revenge at level 33, Peck at level 37, Psych Up at level 41, Leer at level 45, Focus Blast at level 49, Magnet Rise at level 53, Wake-Up Slap at level 57
107 Hitmonchan : Jump Kick at level 1, Vacuum Wave at level 1, Triple Kick at level 1, Drain Punch at level 1, Scratch at level 6, Sketch at level 11, Hi Jump Kick at level 16, Hammer Arm at level 16, Defense Curl at level 21, DynamicPunch at level 26, Uproar at level 31, Mach Punch at level 31, Harden at level 31, Aura Sphere at level 36, Softboiled at level 41, Bulk Up at level 46, Perish Song at level 51, Sky Uppercut at level 56
108 Lickitung  : Bide at level 1, Giga Impact at level 1, Crush Grip at level 1, Headbutt at level 1, Last Resort at level 5, Double Hit at level 9, Minimize at level 13, Magma Storm at level 17, Rapid Spin at level 21, Tickle at level 25, Skull Bash at level 29, SonicBoom at level 33, Thrash at level 37, Focus Energy at level 41, Tackle at level 45, Mind Reader at level 49, Slack Off at level 53
109 Koffing    : Flail at level 1, Poison Gas at level 1, Rage at level 1, Cross Poison at level 1, Poison Tail at level 6, Gunk Shot at level 10, Poison Fang at level 15, Secret Power at level 19, Synthesis at level 24, Acid Armor at level 28, Poison Sting at level 33, Gastro Acid at level 37, Foresight at level 42, Skull Bash at level 46, SmellingSalt at level 51
110 Weezing    : Charge Beam at level 1, Poison Sting at level 1, Toxic at level 1, Sacred Fire at level 1, Cross Poison at level 6, Weather Ball at level 10, Wing Attack at level 15, Acid Armor at level 19, Sludge at level 24, Perish Song at level 28, Frustration at level 33, Explosion at level 40, PoisonPowder at level 48, Gunk Shot at level 55, Smog at level 63
111 Rhyhorn    : Rock Tomb at level 1, Bonemerang at level 1, Sand Tomb at level 1, Judgment at level 1, Earthquake at level 9, Bone Club at level 13, Rock Blast at level 21, Stone Edge at level 25, Mud Sport at level 33, Aerial Ace at level 37, Sandstorm at level 45, Mud Bomb at level 49, Dig at level 57
112 Rhydon     : Mud Shot at level 1, Spikes at level 1, Hammer Arm at level 1, Dig at level 1, Mud Sport at level 9, AncientPower at level 13, Hidden Power at level 21, Magnitude at level 25, ViceGrip at level 33, Role Play at level 37, Bone Rush at level 42, Earth Power at level 45, Rollout at level 49, Rock Polish at level 57
113 Chansey    : Spit Up at level 1, Body Slam at level 1, Ice Punch at level 1, Slash at level 1, Pay Day at level 5, Ingrain at level 9, Natural Gift at level 12, Knock Off at level 16, Me First at level 20, Disable at level 23, Belly Drum at level 27, Mean Look at level 31, Hyper Beam at level 34, Growl at level 38, Protect at level 42, Sleep Talk at level 46
114 Tangela    : Tickle at level 1, Slam at level 1, Stockpile at level 1, Needle Arm at level 1, Magical Leaf at level 5, Hidden Power at level 8, Heart Swap at level 12, Razor Leaf at level 15, Frustration at level 19, Night Slash at level 22, Vine Whip at level 26, Energy Ball at level 29, Leech Seed at level 33, Octazooka at level 36, Seed Flare at level 40, Stun Spore at level 43, Uproar at level 47, Spore at level 50, SolarBeam at level 54
115 Kangaskhan : Confusion at level 1, Foresight at level 1, Thrash at level 1, Facade at level 1, Barrage at level 7, Roar at level 10, Slash at level 13, Last Resort at level 19, Lovely Kiss at level 22, Refresh at level 25, Comet Punch at level 31, Sleep Talk at level 34, Aura Sphere at level 37, Sweet Kiss at level 43, Recycle at level 46, Body Slam at level 49
116 Horsea     : Whirlpool at level 1, Double-Edge at level 1, Water Sport at level 1, Judgment at level 1, Bubble at level 4, Muddy Water at level 8, BubbleBeam at level 11, Water Spout at level 14, Covet at level 18, Sing at level 23, Water Pulse at level 26, Protect at level 30, Aqua Tail at level 35, Brine at level 38, Aqua Ring at level 42
117 Seadra     : Hyper Beam at level 1, Me First at level 1, Milk Drink at level 1, Brick Break at level 1, Crush Claw at level 4, Octazooka at level 8, Refresh at level 11, Brine at level 14, Dive at level 18, Hydro Cannon at level 23, Spike Cannon at level 26, Water Spout at level 30, Fury Swipes at level 40, Punishment at level 48, Poison Gas at level 57
118 Goldeen    : Vital Throw at level 1, Metronome at level 1, Clamp at level 1, Water Pulse at level 1, Rain Dance at level 7, Rage at level 11, Slam at level 17, Brine at level 21, Fury Swipes at level 27, Withdraw at level 31, Hydro Cannon at level 37, Crabhammer at level 41, Aqua Jet at level 47, Bubble at level 51
119 Seaking    : Hydro Cannon at level 1, Odor Sleuth at level 1, Sleep Talk at level 1, Hydro Pump at level 1, BubbleBeam at level 1, PoisonPowder at level 7, Water Gun at level 11, Whirlpool at level 17, SmokeScreen at level 21, Nightmare at level 27, Aqua Jet at level 31, Comet Punch at level 40, Return at level 47, Water Pulse at level 56, Muddy Water at level 63
120 Staryu     : Thunderbolt at level 1, Weather Ball at level 1, Rollout at level 1, Dizzy Punch at level 1, Razor Leaf at level 6, Aqua Jet at level 10, Brine at level 15, Water Pulse at level 19, Hydro Cannon at level 24, Crush Grip at level 28, Razor Wind at level 33, Moonlight at level 37, Wood Hammer at level 42, Water Gun at level 46, Dragon Claw at level 51, Water Sport at level 55
121 Starmie    : Mist Ball at level 1, Hyper Beam at level 1, Sunny Day at level 1, Extrasensory at level 1, Magic Coat at level 28
